linetype	xintercept	key	showSelectedlegendlinetype	showSelected1	PANEL
22	-2.33504356763289	infinite	infinite	-0.7	6
solid	-2.32747180543265	finite	finite	-0.46	6
22	-2.29504356763289	infinite	infinite	-0.66	6
solid	-2.28747180543265	finite	finite	-0.42	6
22	-2.25504356763289	infinite	infinite	-0.62	6
solid	-2.24747180543265	finite	finite	-0.38	6
22	-2.21504356763289	infinite	infinite	-0.58	6
solid	-2.20747180543265	finite	finite	-0.34	6
22	-2.17504356763289	infinite	infinite	-0.54	6
solid	-2.16747180543265	finite	finite	-0.3	6
22	-2.13504356763289	infinite	infinite	-0.5	6
solid	-2.12747180543265	finite	finite	-0.26	6
22	-2.09504356763289	infinite	infinite	-0.46	6
solid	-2.08747180543265	finite	finite	-0.22	6
22	-2.05504356763289	infinite	infinite	-0.42	6
solid	-2.04747180543265	finite	finite	-0.18	6
22	-2.01504356763289	infinite	infinite	-0.38	6
solid	-2.00747180543265	finite	finite	-0.14	6
22	-1.97504356763289	infinite	infinite	-0.34	6
solid	-1.96747180543265	finite	finite	-0.1	6
22	-1.93504356763289	infinite	infinite	-0.3	6
solid	-1.92747180543265	finite	finite	-0.0600000000000001	6
22	-1.89504356763289	infinite	infinite	-0.26	6
solid	-1.88747180543265	finite	finite	-0.02	6
22	-1.85504356763289	infinite	infinite	-0.22	6
solid	-1.84747180543265	finite	finite	0.02	6
22	-1.81504356763289	infinite	infinite	-0.18	6
solid	-1.80747180543265	finite	finite	0.0600000000000001	6
22	-1.77504356763289	infinite	infinite	-0.14	6
solid	-1.76747180543265	finite	finite	0.1	6
22	-1.73504356763289	infinite	infinite	-0.1	6
22	-1.73504356763289	infinite	infinite	-0.1	6
solid	-1.72747180543265	finite	finite	0.14	6
22	-1.69504356763289	infinite	infinite	-0.0600000000000001	6
solid	-1.68747180543265	finite	finite	0.18	6
22	-1.65504356763289	infinite	infinite	-0.02	6
solid	-1.64747180543265	finite	finite	0.22	6
22	-1.61504356763289	infinite	infinite	0.02	6
solid	-1.60747180543265	finite	finite	0.26	6
22	-1.57504356763289	infinite	infinite	0.0600000000000001	6
solid	-1.56747180543265	finite	finite	0.3	6
22	-1.53504356763289	infinite	infinite	0.1	6
solid	-1.52747180543265	finite	finite	0.34	6
22	-1.49504356763289	infinite	infinite	0.14	6
solid	-1.48747180543265	finite	finite	0.38	6
22	-1.45504356763289	infinite	infinite	0.18	6
solid	-1.44747180543265	finite	finite	0.42	6
22	-1.41504356763289	infinite	infinite	0.22	6
solid	-1.40747180543265	finite	finite	0.46	6
22	-1.37504356763289	infinite	infinite	0.26	6
solid	-1.36747180543265	finite	finite	0.5	6
22	-1.33504356763289	infinite	infinite	0.3	6
solid	-1.32747180543265	finite	finite	0.54	6
22	-1.29504356763289	infinite	infinite	0.34	6
solid	-1.28747180543265	finite	finite	0.58	6
22	-1.25504356763289	infinite	infinite	0.38	6
solid	-1.24747180543265	finite	finite	0.62	6
22	-1.21504356763289	infinite	infinite	0.42	6
solid	-1.20747180543265	finite	finite	0.66	6
22	-1.17504356763289	infinite	infinite	0.46	6
solid	-1.16747180543265	finite	finite	0.7	6
22	-1.13504356763289	infinite	infinite	0.5	6
solid	-1.12747180543265	finite	finite	0.74	6
22	-1.09504356763289	infinite	infinite	0.54	6
solid	-1.08747180543265	finite	finite	0.78	6
22	-1.05504356763289	infinite	infinite	0.58	6
solid	-1.04747180543265	finite	finite	0.82	6
22	-1.01504356763289	infinite	infinite	0.62	6
solid	-1.00747180543265	finite	finite	0.86	6
22	-0.975043567632889	infinite	infinite	0.66	6
solid	-0.967471805432652	finite	finite	0.9	6
22	-0.935043567632889	infinite	infinite	0.7	6
solid	-0.927471805432652	finite	finite	0.94	6
22	-0.895043567632889	infinite	infinite	0.74	6
solid	-0.887471805432652	finite	finite	0.98	6
22	-0.855043567632889	infinite	infinite	0.78	6
solid	-0.847471805432652	finite	finite	1.02	6
22	-0.815043567632889	infinite	infinite	0.82	6
solid	-0.807471805432652	finite	finite	1.06	6
22	-0.775043567632889	infinite	infinite	0.86	6
solid	-0.767471805432652	finite	finite	1.1	6
22	-0.735043567632889	infinite	infinite	0.9	6
solid	-0.727471805432652	finite	finite	1.14	6
22	-0.695043567632889	infinite	infinite	0.94	6
solid	-0.687471805432652	finite	finite	1.18	6
22	-0.655043567632889	infinite	infinite	0.98	6
solid	-0.647471805432652	finite	finite	1.22	6
22	-0.615043567632889	infinite	infinite	1.02	6
solid	-0.607471805432652	finite	finite	1.26	6
22	-0.575043567632889	infinite	infinite	1.06	6
solid	-0.567471805432652	finite	finite	1.3	6
22	-0.535043567632889	infinite	infinite	1.1	6
solid	-0.527471805432652	finite	finite	1.34	6
22	-0.495043567632889	infinite	infinite	1.14	6
solid	-0.487471805432652	finite	finite	1.38	6
22	-0.455043567632889	infinite	infinite	1.18	6
solid	-0.447471805432652	finite	finite	1.42	6
22	-0.415043567632889	infinite	infinite	1.22	6
solid	-0.407471805432652	finite	finite	1.46	6
22	-0.375043567632889	infinite	infinite	1.26	6
solid	-0.367471805432652	finite	finite	1.5	6
22	-0.335043567632889	infinite	infinite	1.3	6
solid	-0.327471805432652	finite	finite	1.54	6
22	-0.295043567632889	infinite	infinite	1.34	6
solid	-0.287471805432652	finite	finite	1.58	6
22	-0.255043567632889	infinite	infinite	1.38	6
solid	-0.247471805432652	finite	finite	1.62	6
22	-0.215043567632889	infinite	infinite	1.42	6
solid	-0.207471805432652	finite	finite	1.66	6
22	-0.175043567632889	infinite	infinite	1.46	6
solid	-0.167471805432652	finite	finite	1.7	6
22	-0.135043567632889	infinite	infinite	1.5	6
solid	-0.127471805432652	finite	finite	1.74	6
22	-0.0950435676328889	infinite	infinite	1.54	6
solid	-0.0874718054326524	finite	finite	1.78	6
22	-0.0550435676328889	infinite	infinite	1.58	6
solid	-0.0474718054326524	finite	finite	1.82	6
22	-0.0150435676328888	infinite	infinite	1.62	6
solid	-0.00747180543265236	finite	finite	1.86	6
22	0.0249564323671112	infinite	infinite	1.66	6
solid	0.0325281945673477	finite	finite	1.9	6
22	0.0649564323671112	infinite	infinite	1.7	6
solid	0.0725281945673477	finite	finite	1.94	6
22	0.104956432367111	infinite	infinite	1.74	6
solid	0.112528194567348	finite	finite	1.98	6
22	0.144956432367111	infinite	infinite	1.78	6
22	0.184956432367111	infinite	infinite	1.82	6
22	0.224956432367111	infinite	infinite	1.86	6
22	0.264956432367111	infinite	infinite	1.9	6
22	0.304956432367111	infinite	infinite	1.94	6
22	0.344956432367111	infinite	infinite	1.98	6
22	-1.06356727267594	infinite	infinite	-2.1	7
22	-1.02356727267594	infinite	infinite	-2.06	7
22	-0.983567272675942	infinite	infinite	-2.02	7
22	-0.943567272675942	infinite	infinite	-1.98	7
22	-0.903567272675943	infinite	infinite	-1.94	7
22	-0.863567272675942	infinite	infinite	-1.9	7
22	-0.823567272675943	infinite	infinite	-1.86	7
22	-0.783567272675942	infinite	infinite	-1.82	7
22	-0.743567272675942	infinite	infinite	-1.78	7
22	-0.703567272675943	infinite	infinite	-1.74	7
22	-0.663567272675943	infinite	infinite	-1.7	7
22	-0.623567272675943	infinite	infinite	-1.66	7
22	-0.583567272675943	infinite	infinite	-1.62	7
22	-0.543567272675942	infinite	infinite	-1.58	7
22	-0.503567272675942	infinite	infinite	-1.54	7
22	-0.463567272675942	infinite	infinite	-1.5	7
solid	-0.441313370696244	finite	finite	-2.1	7
22	-0.423567272675942	infinite	infinite	-1.46	7
solid	-0.401313370696244	finite	finite	-2.06	7
22	-0.383567272675942	infinite	infinite	-1.42	7
solid	-0.361313370696243	finite	finite	-2.02	7
22	-0.343567272675942	infinite	infinite	-1.38	7
solid	-0.321313370696243	finite	finite	-1.98	7
22	-0.303567272675942	infinite	infinite	-1.34	7
solid	-0.281313370696244	finite	finite	-1.94	7
22	-0.263567272675942	infinite	infinite	-1.3	7
solid	-0.241313370696244	finite	finite	-1.9	7
22	-0.223567272675943	infinite	infinite	-1.26	7
solid	-0.201313370696244	finite	finite	-1.86	7
22	-0.183567272675943	infinite	infinite	-1.22	7
solid	-0.161313370696244	finite	finite	-1.82	7
22	-0.143567272675943	infinite	infinite	-1.18	7
solid	-0.121313370696243	finite	finite	-1.78	7
22	-0.103567272675942	infinite	infinite	-1.14	7
solid	-0.0813133706962437	finite	finite	-1.74	7
22	-0.0635672726759424	infinite	infinite	-1.1	7
solid	-0.0413133706962436	finite	finite	-1.7	7
22	-0.0235672726759424	infinite	infinite	-1.06	7
solid	-0.0013133706962436	finite	finite	-1.66	7
22	0.0164327273240577	infinite	infinite	-1.02	7
solid	0.0386866293037564	finite	finite	-1.62	7
22	0.0564327273240577	infinite	infinite	-0.98	7
solid	0.0786866293037565	finite	finite	-1.58	7
22	0.0964327273240575	infinite	infinite	-0.94	7
solid	0.118686629303757	finite	finite	-1.54	7
22	0.136432727324058	infinite	infinite	-0.9	7
solid	0.158686629303757	finite	finite	-1.5	7
22	0.176432727324058	infinite	infinite	-0.86	7
solid	0.198686629303757	finite	finite	-1.46	7
22	0.216432727324058	infinite	infinite	-0.82	7
solid	0.238686629303757	finite	finite	-1.42	7
22	0.256432727324058	infinite	infinite	-0.78	7
solid	0.278686629303756	finite	finite	-1.38	7
22	0.296432727324058	infinite	infinite	-0.74	7
solid	0.318686629303756	finite	finite	-1.34	7
22	0.336432727324058	infinite	infinite	-0.7	7
solid	0.358686629303757	finite	finite	-1.3	7
22	0.376432727324058	infinite	infinite	-0.66	7
solid	0.398686629303756	finite	finite	-1.26	7
22	0.416432727324058	infinite	infinite	-0.62	7
solid	0.438686629303756	finite	finite	-1.22	7
22	0.456432727324058	infinite	infinite	-0.58	7
solid	0.478686629303756	finite	finite	-1.18	7
22	0.496432727324058	infinite	infinite	-0.54	7
solid	0.518686629303756	finite	finite	-1.14	7
22	0.536432727324058	infinite	infinite	-0.5	7
solid	0.558686629303757	finite	finite	-1.1	7
22	0.576432727324058	infinite	infinite	-0.46	7
solid	0.598686629303757	finite	finite	-1.06	7
22	0.616432727324058	infinite	infinite	-0.42	7
solid	0.638686629303757	finite	finite	-1.02	7
22	0.656432727324058	infinite	infinite	-0.38	7
solid	0.678686629303757	finite	finite	-0.98	7
22	0.696432727324058	infinite	infinite	-0.34	7
solid	0.718686629303756	finite	finite	-0.94	7
22	0.736432727324058	infinite	infinite	-0.3	7
solid	0.758686629303757	finite	finite	-0.9	7
22	0.776432727324058	infinite	infinite	-0.26	7
solid	0.798686629303757	finite	finite	-0.86	7
22	0.816432727324058	infinite	infinite	-0.22	7
solid	0.838686629303757	finite	finite	-0.82	7
22	0.856432727324058	infinite	infinite	-0.18	7
solid	0.878686629303757	finite	finite	-0.78	7
22	0.896432727324058	infinite	infinite	-0.14	7
solid	0.918686629303757	finite	finite	-0.74	7
22	0.936432727324058	infinite	infinite	-0.1	7
solid	0.958686629303757	finite	finite	-0.7	7
22	0.976432727324058	infinite	infinite	-0.0600000000000001	7
solid	0.998686629303756	finite	finite	-0.66	7
22	1.01643272732406	infinite	infinite	-0.02	7
solid	1.03868662930376	finite	finite	-0.62	7
22	1.05643272732406	infinite	infinite	0.02	7
solid	1.07868662930376	finite	finite	-0.58	7
22	1.09643272732406	infinite	infinite	0.0600000000000001	7
solid	1.11868662930376	finite	finite	-0.54	7
22	1.13643272732406	infinite	infinite	0.1	7
22	1.13643272732406	infinite	infinite	0.1	7
solid	1.15868662930376	finite	finite	-0.5	7
22	1.17643272732406	infinite	infinite	0.14	7
solid	1.19868662930376	finite	finite	-0.46	7
22	1.21643272732406	infinite	infinite	0.18	7
solid	1.23868662930376	finite	finite	-0.42	7
22	1.25643272732406	infinite	infinite	0.22	7
solid	1.27868662930376	finite	finite	-0.38	7
22	1.29643272732406	infinite	infinite	0.26	7
solid	1.31868662930376	finite	finite	-0.34	7
22	1.33643272732406	infinite	infinite	0.3	7
solid	1.35868662930376	finite	finite	-0.3	7
22	1.37643272732406	infinite	infinite	0.34	7
solid	1.39868662930376	finite	finite	-0.26	7
22	1.41643272732406	infinite	infinite	0.38	7
solid	1.43868662930376	finite	finite	-0.22	7
22	1.45643272732406	infinite	infinite	0.42	7
solid	1.47868662930376	finite	finite	-0.18	7
22	1.49643272732406	infinite	infinite	0.46	7
solid	1.51868662930376	finite	finite	-0.14	7
22	1.53643272732406	infinite	infinite	0.5	7
solid	1.55868662930376	finite	finite	-0.1	7
22	1.57643272732406	infinite	infinite	0.54	7
solid	1.59868662930376	finite	finite	-0.0600000000000001	7
22	1.61643272732406	infinite	infinite	0.58	7
solid	1.63868662930376	finite	finite	-0.02	7
22	1.65643272732406	infinite	infinite	0.62	7
solid	1.67868662930376	finite	finite	0.02	7
22	1.69643272732406	infinite	infinite	0.66	7
solid	1.71868662930376	finite	finite	0.0600000000000001	7
22	1.73643272732406	infinite	infinite	0.7	7
solid	1.75868662930376	finite	finite	0.1	7
22	1.77643272732406	infinite	infinite	0.74	7
solid	1.79868662930376	finite	finite	0.14	7
22	1.81643272732406	infinite	infinite	0.78	7
solid	1.83868662930376	finite	finite	0.18	7
22	1.85643272732406	infinite	infinite	0.82	7
solid	1.87868662930376	finite	finite	0.22	7
22	1.89643272732406	infinite	infinite	0.86	7
solid	1.91868662930376	finite	finite	0.26	7
22	1.93643272732406	infinite	infinite	0.9	7
solid	1.95868662930376	finite	finite	0.3	7
22	1.97643272732406	infinite	infinite	0.94	7
solid	1.99868662930376	finite	finite	0.34	7
22	2.01643272732406	infinite	infinite	0.98	7
solid	2.03868662930376	finite	finite	0.38	7
22	2.05643272732406	infinite	infinite	1.02	7
solid	2.07868662930376	finite	finite	0.42	7
22	2.09643272732406	infinite	infinite	1.06	7
solid	2.11868662930376	finite	finite	0.46	7
22	2.13643272732406	infinite	infinite	1.1	7
solid	2.15868662930376	finite	finite	0.5	7
22	2.17643272732406	infinite	infinite	1.14	7
solid	2.19868662930376	finite	finite	0.54	7
22	2.21643272732406	infinite	infinite	1.18	7
solid	2.23868662930376	finite	finite	0.58	7
22	2.25643272732406	infinite	infinite	1.22	7
solid	2.27868662930376	finite	finite	0.62	7
22	2.29643272732406	infinite	infinite	1.26	7
solid	2.31868662930376	finite	finite	0.66	7
22	2.33643272732406	infinite	infinite	1.3	7
solid	2.35868662930376	finite	finite	0.7	7
22	2.37643272732406	infinite	infinite	1.34	7
solid	2.39868662930376	finite	finite	0.74	7
22	2.41643272732406	infinite	infinite	1.38	7
solid	2.43868662930376	finite	finite	0.78	7
22	2.45643272732406	infinite	infinite	1.42	7
solid	2.47868662930376	finite	finite	0.82	7
22	2.49643272732406	infinite	infinite	1.46	7
solid	2.51868662930376	finite	finite	0.86	7
22	2.53643272732406	infinite	infinite	1.5	7
solid	2.55868662930376	finite	finite	0.9	7
22	2.57643272732406	infinite	infinite	1.54	7
solid	2.59868662930376	finite	finite	0.94	7
22	2.61643272732406	infinite	infinite	1.58	7
solid	2.63868662930376	finite	finite	0.98	7
22	2.65643272732406	infinite	infinite	1.62	7
solid	2.67868662930376	finite	finite	1.02	7
22	2.69643272732406	infinite	infinite	1.66	7
solid	2.71868662930376	finite	finite	1.06	7
22	2.73643272732406	infinite	infinite	1.7	7
solid	2.75868662930376	finite	finite	1.1	7
22	2.77643272732406	infinite	infinite	1.74	7
solid	2.79868662930376	finite	finite	1.14	7
22	2.81643272732406	infinite	infinite	1.78	7
solid	2.83868662930376	finite	finite	1.18	7
22	2.85643272732406	infinite	infinite	1.82	7
solid	2.87868662930376	finite	finite	1.22	7
22	2.89643272732406	infinite	infinite	1.86	7
solid	2.91868662930376	finite	finite	1.26	7
22	2.93643272732406	infinite	infinite	1.9	7
solid	2.95868662930376	finite	finite	1.3	7
22	2.97643272732406	infinite	infinite	1.94	7
solid	2.99868662930376	finite	finite	1.34	7
22	3.01643272732406	infinite	infinite	1.98	7
solid	3.03868662930376	finite	finite	1.38	7
solid	3.07868662930376	finite	finite	1.42	7
solid	3.11868662930376	finite	finite	1.46	7
solid	3.15868662930376	finite	finite	1.5	7
solid	3.19868662930376	finite	finite	1.54	7
solid	3.23868662930376	finite	finite	1.58	7
solid	3.27868662930376	finite	finite	1.62	7
solid	3.31868662930376	finite	finite	1.66	7
solid	3.35868662930376	finite	finite	1.7	7
solid	3.39868662930376	finite	finite	1.74	7
solid	3.43868662930376	finite	finite	1.78	7
solid	3.47868662930376	finite	finite	1.82	7
solid	3.51868662930376	finite	finite	1.86	7
solid	3.55868662930376	finite	finite	1.9	7
solid	3.59868662930376	finite	finite	1.94	7
solid	3.63868662930376	finite	finite	1.98	7
22	-3.40578371477536	infinite	infinite	-2.1	8
22	-3.36578371477536	infinite	infinite	-2.06	8
22	-3.32578371477536	infinite	infinite	-2.02	8
22	-3.28578371477536	infinite	infinite	-1.98	8
22	-3.24578371477536	infinite	infinite	-1.94	8
22	-3.20578371477536	infinite	infinite	-1.9	8
22	-3.16578371477536	infinite	infinite	-1.86	8
22	-3.12578371477536	infinite	infinite	-1.82	8
22	-3.08578371477536	infinite	infinite	-1.78	8
22	-3.04578371477536	infinite	infinite	-1.74	8
22	-3.00578371477536	infinite	infinite	-1.7	8
22	-2.96578371477536	infinite	infinite	-1.66	8
22	-2.92578371477536	infinite	infinite	-1.62	8
22	-2.88578371477536	infinite	infinite	-1.58	8
22	-2.84578371477536	infinite	infinite	-1.54	8
22	-2.80578371477536	infinite	infinite	-1.5	8
22	-2.76578371477536	infinite	infinite	-1.46	8
22	-2.72578371477536	infinite	infinite	-1.42	8
22	-2.68578371477536	infinite	infinite	-1.38	8
solid	-2.66466670881222	finite	finite	-2.1	8
22	-2.64578371477536	infinite	infinite	-1.34	8
solid	-2.62466670881222	finite	finite	-2.06	8
22	-2.60578371477536	infinite	infinite	-1.3	8
solid	-2.58466670881222	finite	finite	-2.02	8
22	-2.56578371477536	infinite	infinite	-1.26	8
solid	-2.54466670881222	finite	finite	-1.98	8
22	-2.52578371477536	infinite	infinite	-1.22	8
solid	-2.50466670881222	finite	finite	-1.94	8
22	-2.48578371477536	infinite	infinite	-1.18	8
solid	-2.46466670881222	finite	finite	-1.9	8
22	-2.44578371477536	infinite	infinite	-1.14	8
solid	-2.42466670881222	finite	finite	-1.86	8
22	-2.40578371477536	infinite	infinite	-1.1	8
solid	-2.38466670881222	finite	finite	-1.82	8
22	-2.36578371477536	infinite	infinite	-1.06	8
solid	-2.34466670881222	finite	finite	-1.78	8
22	-2.32578371477536	infinite	infinite	-1.02	8
solid	-2.30466670881222	finite	finite	-1.74	8
22	-2.28578371477536	infinite	infinite	-0.98	8
solid	-2.26466670881222	finite	finite	-1.7	8
22	-2.24578371477536	infinite	infinite	-0.94	8
solid	-2.22466670881222	finite	finite	-1.66	8
22	-2.20578371477536	infinite	infinite	-0.9	8
solid	-2.18466670881222	finite	finite	-1.62	8
22	-2.16578371477536	infinite	infinite	-0.86	8
solid	-2.14466670881222	finite	finite	-1.58	8
22	-2.12578371477536	infinite	infinite	-0.82	8
solid	-2.10466670881222	finite	finite	-1.54	8
22	-2.08578371477536	infinite	infinite	-0.78	8
solid	-2.06466670881222	finite	finite	-1.5	8
22	-2.04578371477536	infinite	infinite	-0.74	8
solid	-2.02466670881222	finite	finite	-1.46	8
22	-2.00578371477536	infinite	infinite	-0.7	8
solid	-1.98466670881222	finite	finite	-1.42	8
22	-1.96578371477536	infinite	infinite	-0.66	8
solid	-1.94466670881222	finite	finite	-1.38	8
22	-1.92578371477536	infinite	infinite	-0.62	8
solid	-1.90466670881222	finite	finite	-1.34	8
22	-1.88578371477536	infinite	infinite	-0.58	8
solid	-1.86466670881222	finite	finite	-1.3	8
22	-1.84578371477536	infinite	infinite	-0.54	8
solid	-1.82466670881222	finite	finite	-1.26	8
22	-1.80578371477536	infinite	infinite	-0.5	8
solid	-1.78466670881222	finite	finite	-1.22	8
22	-1.76578371477536	infinite	infinite	-0.46	8
solid	-1.74466670881222	finite	finite	-1.18	8
22	-1.72578371477536	infinite	infinite	-0.42	8
solid	-1.70466670881222	finite	finite	-1.14	8
22	-1.68578371477536	infinite	infinite	-0.38	8
solid	-1.66466670881222	finite	finite	-1.1	8
22	-1.64578371477536	infinite	infinite	-0.34	8
solid	-1.62466670881222	finite	finite	-1.06	8
22	-1.60578371477536	infinite	infinite	-0.3	8
solid	-1.58466670881222	finite	finite	-1.02	8
22	-1.56578371477536	infinite	infinite	-0.26	8
solid	-1.54466670881222	finite	finite	-0.98	8
22	-1.52578371477536	infinite	infinite	-0.22	8
solid	-1.50466670881222	finite	finite	-0.94	8
22	-1.48578371477536	infinite	infinite	-0.18	8
solid	-1.46466670881222	finite	finite	-0.9	8
22	-1.44578371477536	infinite	infinite	-0.14	8
solid	-1.42466670881222	finite	finite	-0.86	8
22	-1.40578371477536	infinite	infinite	-0.1	8
solid	-1.38466670881222	finite	finite	-0.82	8
22	-1.36578371477536	infinite	infinite	-0.0600000000000001	8
solid	-1.34466670881222	finite	finite	-0.78	8
22	-1.32578371477536	infinite	infinite	-0.02	8
solid	-1.30466670881222	finite	finite	-0.74	8
22	-1.28578371477536	infinite	infinite	0.02	8
solid	-1.26466670881222	finite	finite	-0.7	8
22	-1.24578371477536	infinite	infinite	0.0600000000000001	8
solid	-1.22466670881222	finite	finite	-0.66	8
22	-1.20578371477536	infinite	infinite	0.1	8
22	-1.20578371477536	infinite	infinite	0.1	8
solid	-1.18466670881222	finite	finite	-0.62	8
22	-1.16578371477536	infinite	infinite	0.14	8
solid	-1.14466670881222	finite	finite	-0.58	8
22	-1.12578371477536	infinite	infinite	0.18	8
solid	-1.10466670881222	finite	finite	-0.54	8
22	-1.08578371477536	infinite	infinite	0.22	8
solid	-1.06466670881222	finite	finite	-0.5	8
22	-1.04578371477536	infinite	infinite	0.26	8
solid	-1.02466670881222	finite	finite	-0.46	8
22	-1.00578371477536	infinite	infinite	0.3	8
solid	-0.98466670881222	finite	finite	-0.42	8
22	-0.965783714775361	infinite	infinite	0.34	8
solid	-0.94466670881222	finite	finite	-0.38	8
22	-0.925783714775361	infinite	infinite	0.38	8
solid	-0.90466670881222	finite	finite	-0.34	8
22	-0.885783714775361	infinite	infinite	0.42	8
solid	-0.86466670881222	finite	finite	-0.3	8
22	-0.845783714775361	infinite	infinite	0.46	8
solid	-0.82466670881222	finite	finite	-0.26	8
22	-0.80578371477536	infinite	infinite	0.5	8
solid	-0.78466670881222	finite	finite	-0.22	8
22	-0.76578371477536	infinite	infinite	0.54	8
solid	-0.74466670881222	finite	finite	-0.18	8
22	-0.72578371477536	infinite	infinite	0.58	8
solid	-0.70466670881222	finite	finite	-0.14	8
22	-0.68578371477536	infinite	infinite	0.62	8
solid	-0.66466670881222	finite	finite	-0.1	8
22	-0.64578371477536	infinite	infinite	0.66	8
solid	-0.62466670881222	finite	finite	-0.0600000000000001	8
22	-0.60578371477536	infinite	infinite	0.7	8
solid	-0.58466670881222	finite	finite	-0.02	8
22	-0.565783714775361	infinite	infinite	0.74	8
solid	-0.54466670881222	finite	finite	0.02	8
22	-0.525783714775361	infinite	infinite	0.78	8
solid	-0.50466670881222	finite	finite	0.0600000000000001	8
22	-0.485783714775361	infinite	infinite	0.82	8
solid	-0.46466670881222	finite	finite	0.1	8
22	-0.44578371477536	infinite	infinite	0.86	8
solid	-0.42466670881222	finite	finite	0.14	8
22	-0.40578371477536	infinite	infinite	0.9	8
solid	-0.38466670881222	finite	finite	0.18	8
22	-0.36578371477536	infinite	infinite	0.94	8
solid	-0.34466670881222	finite	finite	0.22	8
22	-0.32578371477536	infinite	infinite	0.98	8
solid	-0.30466670881222	finite	finite	0.26	8
22	-0.28578371477536	infinite	infinite	1.02	8
solid	-0.26466670881222	finite	finite	0.3	8
22	-0.24578371477536	infinite	infinite	1.06	8
solid	-0.22466670881222	finite	finite	0.34	8
22	-0.20578371477536	infinite	infinite	1.1	8
solid	-0.18466670881222	finite	finite	0.38	8
22	-0.16578371477536	infinite	infinite	1.14	8
solid	-0.14466670881222	finite	finite	0.42	8
22	-0.12578371477536	infinite	infinite	1.18	8
solid	-0.10466670881222	finite	finite	0.46	8
22	-0.0857837147753602	infinite	infinite	1.22	8
solid	-0.0646667088122201	finite	finite	0.5	8
22	-0.0457837147753606	infinite	infinite	1.26	8
solid	-0.0246667088122201	finite	finite	0.54	8
22	-0.00578371477536055	infinite	infinite	1.3	8
solid	0.0153332911877799	finite	finite	0.58	8
22	0.0342162852246395	infinite	infinite	1.34	8
solid	0.05533329118778	finite	finite	0.62	8
22	0.0742162852246395	infinite	infinite	1.38	8
solid	0.09533329118778	finite	finite	0.66	8
22	0.11421628522464	infinite	infinite	1.42	8
solid	0.13533329118778	finite	finite	0.7	8
22	0.15421628522464	infinite	infinite	1.46	8
solid	0.17533329118778	finite	finite	0.74	8
22	0.19421628522464	infinite	infinite	1.5	8
solid	0.21533329118778	finite	finite	0.78	8
22	0.23421628522464	infinite	infinite	1.54	8
solid	0.25533329118778	finite	finite	0.82	8
22	0.27421628522464	infinite	infinite	1.58	8
solid	0.29533329118778	finite	finite	0.86	8
22	0.31421628522464	infinite	infinite	1.62	8
solid	0.33533329118778	finite	finite	0.9	8
22	0.35421628522464	infinite	infinite	1.66	8
solid	0.37533329118778	finite	finite	0.94	8
22	0.39421628522464	infinite	infinite	1.7	8
solid	0.41533329118778	finite	finite	0.98	8
22	0.434216285224639	infinite	infinite	1.74	8
solid	0.45533329118778	finite	finite	1.02	8
22	0.47421628522464	infinite	infinite	1.78	8
solid	0.49533329118778	finite	finite	1.06	8
22	0.51421628522464	infinite	infinite	1.82	8
solid	0.53533329118778	finite	finite	1.1	8
22	0.55421628522464	infinite	infinite	1.86	8
solid	0.57533329118778	finite	finite	1.14	8
22	0.59421628522464	infinite	infinite	1.9	8
solid	0.61533329118778	finite	finite	1.18	8
22	0.63421628522464	infinite	infinite	1.94	8
solid	0.65533329118778	finite	finite	1.22	8
22	0.67421628522464	infinite	infinite	1.98	8
solid	0.69533329118778	finite	finite	1.26	8
solid	0.73533329118778	finite	finite	1.3	8
solid	0.77533329118778	finite	finite	1.34	8
solid	0.81533329118778	finite	finite	1.38	8
solid	0.85533329118778	finite	finite	1.42	8
solid	0.89533329118778	finite	finite	1.46	8
solid	0.93533329118778	finite	finite	1.5	8
solid	0.97533329118778	finite	finite	1.54	8
solid	1.01533329118778	finite	finite	1.58	8
solid	1.05533329118778	finite	finite	1.62	8
solid	1.09533329118778	finite	finite	1.66	8
solid	1.13533329118778	finite	finite	1.7	8
solid	1.17533329118778	finite	finite	1.74	8
solid	1.21533329118778	finite	finite	1.78	8
solid	1.25533329118778	finite	finite	1.82	8
solid	1.29533329118778	finite	finite	1.86	8
solid	1.33533329118778	finite	finite	1.9	8
solid	1.37533329118778	finite	finite	1.94	8
solid	1.41533329118778	finite	finite	1.98	8
